,MDAMB231_siTP53_rep1,MDAMB231_siTP53_rep2,MDAMB231_siTP53_rep3,MDAMB231_siCtrl_rep1,MDAMB231_siCtrl_rep2,MDAMB231_siCtrl_rep3
C11orf1,157,202,162,141,212,152
RMND5B,884,1063,910,1148,1480,894
FNDC3B,6128,6607,6376,5682,7187,5312
MTHFSD,739,831,737,769,991,680
SIAH2,405,490,449,487,615,373
MICAL1,389,464,419,627,792,480
CERK,2093,2550,2180,1781,2193,1555
AEN,530,634,539,752,956,614
RBM15,699,742,783,806,1022,708
CRTC3,588,635,554,700,862,567
GINS3,411,488,389,508,635,410
OCLNP1,55,60,53,69,80,57
TBC1D15,871,959,844,836,1100,845
EPS8L2,2614,3244,2799,3787,4631,2858
LMF1,119,134,154,136,153,94
EXO5,319,359,337,497,684,426
IFT22,211,247,228,286,356,257
CEP85,1374,1649,1418,2036,2458,1785
DDX31,459,534,434,582,736,521
MIR924HG,102,111,74,160,216,136
RMND5A,2086,2315,2079,2046,2321,1786
NORAD,14521,16177,14624,12559,15380,11214
DEPTOR,10,24,16,11,24,12
IQCH,66,60,55,57,69,66
BMI1,1004,1174,996,1138,1445,1036
ST6GAL1,491,549,491,574,638,471
EFCAB6,4,6,3,1,1,0
ARV1,238,244,252,263,365,248
NMNAT1,281,335,305,246,373,235
P2RY12,0,5,1,4,6,2
CYP3A43,6,2,4,3,3,1
ST3GAL1,3262,3635,3242,2731,3418,2378
ST3GAL2,1627,1973,1697,1726,2192,1338
ELOVL1,2816,3381,2728,3189,4012,2662
KLC2,1976,2441,1970,2172,2431,1569
FNDC4,422,429,391,287,383,224
FBXL17,642,713,608,855,1052,673
ST3GAL4,652,778,606,785,958,609
PORCN,542,662,490,690,853,560
GNPNAT1,1085,1203,1096,1400,1820,1287
MARCHF7,1862,2003,1794,2187,2845,2021
SPATA20,935,1069,906,1307,1631,1090
YTHDC2,1341,1408,1398,1706,2129,1570
SLC13A3,23,32,32,15,19,10
TUT1,623,713,606,575,766,458
AIDA,1326,1464,1242,2217,2697,1876
USP46,449,523,421,577,704,488
NIBAN2,27519,33012,27058,31125,38975,23596
VWA1,549,644,548,581,729,387
PLEKHG2,940,1075,994,1274,1569,1014
DCLRE1B,369,456,392,840,1046,738
NABP1,1121,1146,1232,1154,1385,1055
ARMCX5,443,521,430,605,817,598
METTL4,526,571,578,672,881,634
RFX7,1192,1381,1290,1396,1691,1230
CDCP1,15520,18226,15875,16161,18599,13403
ST3GAL3,853,1107,879,825,1047,650
ACTG1P4,4,12,9,5,12,5
PPP1R3G,32,45,34,38,36,25
EFL1P1,10,9,12,11,21,12
PCDH20,71,101,68,180,160,126
ST8SIA1,6,3,10,2,14,7
PAPOLG,573,635,576,606,814,635
C12orf43,707,855,678,866,1024,722
ANXA2R-OT1,54,62,60,51,78,47
BMP1,1465,1874,1590,1415,1757,1154
PMEL,12,19,17,42,41,39
LPIN3,440,454,457,483,588,387
RANBP17,216,199,188,270,317,249
STIL,1786,1940,1703,2528,3224,2319
ZSCAN5C,3,3,1,4,4,3
CASD1,203,233,231,303,436,315
LRRC19,3,5,6,4,5,5
SLC30A5,956,998,945,1179,1502,1072
CCDC71,475,491,441,532,616,382
TTC23,418,443,367,464,517,357
MRPL14,1375,1660,1314,1814,2237,1429
SIM2,7,16,13,13,30,18
YWHAEP1,52,57,47,63,75,72
SIPA1,782,975,837,1266,1569,973
STAG3L4,211,222,188,202,292,195
NT5DC2,2786,3480,2817,2076,2528,1640
DLGAP1-AS1,136,167,141,121,173,117
CENPH,208,202,183,320,486,380
MRPS26,615,704,574,786,969,577
SIX1,908,992,835,1326,1648,1198
MRPS24,635,836,649,779,942,588
SIX3,2,4,3,13,16,4
MRPS15,1294,1511,1270,1354,1609,1131
MRPS11,622,809,651,766,914,614
MRPS9,387,425,387,449,598,409
MRPS6,1976,2355,1931,1252,1445,977
MRPS5,1399,1685,1408,1786,2192,1635
SKI,2872,3279,2854,2917,3428,2336
MRPL41,728,855,637,780,1003,590
MRPL40,345,393,297,437,611,360
MRPL38,865,1118,827,1110,1348,814
MRPL36,615,700,570,755,930,577
SKIL,976,1079,980,885,1087,847
MRPL34,1005,1309,1001,1066,1290,830
MRPL32,571,620,583,674,861,603
SKIV2L,2995,3617,3063,3379,4275,2647
RPL23AP64,70,73,84,92,120,86
BMP2,112,134,126,68,97,48
SKP1,5560,6213,5019,6038,7703,5443
MRPL11,960,1080,849,1123,1416,993
MRPL9,803,934,747,1164,1338,958
MRPL1,247,323,236,378,514,395
NDRG4,180,215,201,210,275,204
SLC26A6,1208,1339,1172,1024,1246,839
SLC26A10,5,6,6,10,12,7
PINK1,1451,1819,1442,1139,1379,936
SKP2,405,418,361,1263,1610,1063
SLC1A1,218,232,208,212,264,179
REEP1,86,115,93,98,115,87
GPBP1,2204,2503,2157,2587,3061,2287
ACD,670,767,639,898,1125,715
RAPH1,1971,2127,2022,2951,3498,2636
CDK15,147,176,168,188,191,114
TMEM237,589,627,587,711,1001,663
BEND3P3,92,119,92,94,101,71
NBEAL1,1350,1461,1421,1487,1982,1536
ABCA17P,1,2,3,2,3,4
GAS6-AS1,817,984,798,919,1124,671
SLC1A3,120,111,126,111,140,98
CFLAR-AS1,73,83,88,67,113,59
RTN4R,8,4,8,13,17,8
MIPEPP3,91,105,72,82,128,83
SLC4A3,46,85,69,97,123,103
MRPL44,561,656,537,633,781,565
VPS33A,1860,2161,1844,1649,2033,1380
NOL6,1924,2165,1916,2691,2891,1897
TMEM135,1323,1385,1247,1252,1654,1231
SLC1A4,379,423,354,469,599,360
JMJD4,327,365,290,402,490,288
KRI1,2082,2524,2041,2945,3545,2451
BMP3,33,39,28,13,15,21
SLC1A5,3456,4456,3560,5871,6820,4390
MARCKSL1,12212,14579,11766,12946,17116,11316
UPF3B,743,865,778,813,949,761
UPF3A,1623,1715,1541,1727,2219,1643
RSRC2,2506,2671,2389,3133,3967,2855
SLC1A7,218,239,199,289,347,208
INTS3,1923,2215,2011,2632,3218,2291
SOWAHC,438,522,445,641,772,574
WNK1,6078,6704,6406,6921,8031,5922
SLC2A1,11266,13747,11281,16446,19726,12906
ZKSCAN8P1,74,79,75,54,73,54
LOC651337,10,12,10,13,21,12
FLJ38576,2,1,3,6,2,3
SLC2A3,935,1111,895,903,1141,851
SLC2A4,21,21,24,21,27,21
ANKRD33B,579,673,563,1151,1251,869
SLC2A5,12,10,8,21,16,10
SLC3A1,251,285,233,225,271,199
BMP4,6464,7641,6574,4150,4723,3531
SLC3A2,4443,5450,4235,6446,7776,5140
SLC4A2,3011,3773,3051,3628,4359,2843
NADK,1749,2082,1778,1962,2363,1551
LOC652276,114,113,116,142,239,122
SLC5A2,263,308,281,199,301,178
ZFP69B,303,300,317,394,516,375
SPATS2,832,849,783,866,1113,823
ZSWIM4,1218,1434,1270,740,1023,655
SMTN,1671,2099,1758,2431,2984,1789
CPLANE1,1027,1035,1152,1421,1735,1337
ZNF649,123,122,112,169,223,161
MPPE1,67,84,64,138,134,112
SLC5A3,11550,12903,13023,5023,5380,4790
COA7,925,1029,923,1240,1433,1111
PYCR3,538,612,507,675,781,488
UBE2Z,3056,3559,2940,5095,6164,4254
C8orf33,1761,2148,1781,1735,2171,1513
WNK4,48,55,49,90,121,74
WNK3,385,426,405,547,579,479
SNORA48,13,11,15,20,20,18
SNORD10,22,17,12,12,14,17
CASTOR1,227,283,229,190,239,132
UCA1,147,188,157,47,32,34
GOLGA8S,1,2,3,3,4,3
XAGE1B,1040,1239,1017,1095,1359,907
GOLGA8J,11,15,20,25,31,20
GOLGA8T,27,27,33,41,56,38
GUSBP16,106,96,116,97,126,91
ZDHHC11B,22,26,26,24,26,16
FAM86FP,57,76,58,43,54,44
ZBTB8A,348,359,308,415,539,408
GOLGA8K,14,13,17,21,30,28
ANXA8,197,230,212,222,304,191
GPR199P,30,48,36,40,47,39
RPSAP9,235,252,207,245,324,211
GUSBP3,41,41,42,41,68,39
SLC6A4,6,10,8,4,7,3
XAGE1A,1017,1213,987,1073,1337,909
AGAP10P,51,52,60,58,67,52
GTF2H2B,347,380,372,417,566,395
AGAP7P,130,145,143,157,168,123
POTEI,5,5,9,6,5,9
SLC6A6,4147,4699,4402,3795,4464,3360
ASAH2B,364,345,322,421,521,390
KIAA0895L,734,893,842,613,767,527
FAM86B2,12,16,7,20,26,9
SORD2P,149,183,137,214,278,189
RRN3P2,42,41,28,46,54,46
SLC6A7,7,10,8,6,7,5
FOXD4L6,4,5,5,4,6,4
FOXD4L5,1,5,4,3,4,2
SRGAP2C,1288,1486,1284,1849,2319,1612
MRPL45P2,116,117,128,76,130,85
AFDN-DT,8,11,9,13,14,8
RGPD3,93,96,97,104,129,107
SLC6A8,131,152,122,187,245,165
PPIAL4A,8,5,2,3,7,7
LOC653513,7,7,8,6,29,12
GPR89A,436,464,421,555,654,481
TMEM236,7,7,3,4,5,6
PHLDB3,121,127,115,178,212,140
PPIAL4C,5,5,4,8,4,7
SLC6A9,2460,3056,2565,1582,1941,1252
H3C13,7,5,6,2,8,4
WASH7P,457,572,493,530,596,375
TBC1D3P1-DHX40P1,180,200,189,211,264,168
LOC653653,82,96,92,55,79,60
TMEM183BP,272,297,239,316,362,298
SEC1P,23,18,19,6,11,6
GSTT2B,222,301,217,285,339,210
TCAF2P1,16,17,13,26,36,24
LOC653712,24,32,32,27,30,19
GOLGA8M,8,9,7,10,16,16
POTEJ,7,10,10,8,11,9
MZT2A,652,871,718,789,1004,613
SLC6A11,12,14,20,31,20,20
FAM72B,277,313,286,498,674,467
ACTR3C,121,140,138,108,149,99
SLC6A12,18,16,15,20,27,11
BMP6,238,276,232,219,261,192
SLC7A1,3512,4018,3613,5862,6610,4799
SLC7A2,350,418,333,618,685,509
SNORA5A,6,7,6,5,6,2
SNORA8,45,52,49,40,55,42
SNORA13,5,3,5,2,5,5
LSP1P4,86,131,106,116,161,104
NME1-NME2,4138,5132,3914,5142,6719,4129
PAX8-AS1,739,818,799,652,855,585
SNHG20,84,95,86,74,85,73
FER1L6,10,10,7,8,11,2
FGF7P3,52,42,46,41,61,40
BOLA2B,235,301,218,285,351,252
SLC9A1,860,1055,941,1325,1507,1090
MFF-DT,25,8,18,16,23,18
SLC9A3,249,285,259,269,296,199
SLC9A5,288,279,263,324,366,253
SLC10A1,2,8,2,2,10,1
SLC11A1,3,10,13,9,7,3
SLC12A2,858,961,909,1312,1444,1111
BMP8B,148,149,153,147,173,118
SLC12A4,1361,1625,1457,1657,2070,1307
SLC14A1,158,190,140,70,89,46
SLC15A1,4,8,5,11,6,9
SLC15A2,5,3,4,6,12,4
SLC16A1,5,8,4,24,19,7
SLC16A2,10,10,7,16,20,16
BMPR1A,1190,1312,1177,1306,1626,1221
SLC18A2,368,418,406,273,346,258
SLC19A1,504,613,520,417,458,298
SLC20A1,15600,17903,15748,17875,22469,15936
SLC20A2,649,763,718,893,1028,674
SLC25A1,1844,2451,1843,1736,2137,1220
SLCO2A1,3,3,2,15,20,8
SLCO1A2,6,4,8,10,12,2
BMPR1B,91,117,93,91,130,69
SLC22A1,9,8,11,6,14,8
SLC22A3,766,873,858,684,782,518
SLC22A2,10,6,8,6,1,6
SLC22A4,143,157,110,217,240,158
SLC22A5,255,306,298,298,391,297
SLIT1,9,8,10,8,8,9
BMPR2,2917,3085,3051,3059,3825,2990
SLPI,2,0,1,4,7,1
SNAI2,441,572,467,392,474,362
SMARCA1,3537,3767,3498,4024,4987,3713
SMARCA2,1557,1897,1642,1767,2155,1543
HLTF,2098,2167,2003,2336,2970,2047
SMARCA4,5168,6259,5260,9754,11226,7389
STK33,254,270,232,337,455,280
PLEKHA3,466,549,451,469,697,445
PHACTR4,1672,1879,1712,1960,2439,1743
SMARCB1,1836,2298,1745,2202,2750,1844
BRD9,1107,1217,1034,1570,1964,1299
CAPRIN2,3975,4193,4601,3957,4767,3669
ZSCAN18,1077,1214,1112,1464,1813,1156
GRAMD2B,2599,2799,2803,1922,2421,1755
AACS,777,893,774,908,1099,711
ZBTB10,443,470,425,524,632,445
KCTD14,236,249,217,315,362,263
ZNF747,169,222,177,246,313,206
DLK2,136,158,117,250,273,184
SMARCC1,4720,5411,4455,5395,6316,4604
ANTKMT,198,267,209,212,266,170
FUNDC2,997,1117,940,1195,1540,1050
DDRGK1,777,915,758,1016,1258,785
MRPS34,1173,1438,1104,1302,1654,1033
CENPBD2P,886,1119,842,974,1156,782
RASL11B,5,7,5,11,7,6
ZFTA,1127,1262,1151,852,1032,682
LRRC61,342,469,368,369,400,279
LYNX1,2,4,0,0,4,4
CHID1,1551,1901,1509,1769,2274,1396
TRAK2,1555,1728,1547,1664,1909,1454
SMARCC2,2064,2435,2227,2726,3213,2290
SMARCD1,1858,2138,1828,2181,2621,1762
SMARCD2,1625,1965,1568,1804,2199,1396
SLC2A11,126,133,103,122,154,105
MTMR9,789,793,738,626,711,548
SMARCD3,145,153,146,134,178,124
SMARCE1,2995,3389,2907,3127,3818,2824
SMN1,775,863,741,1148,1463,1081
SMN2,762,855,723,1131,1419,1053
SMPD1,819,1004,856,1150,1389,930
POLR3D,1195,1343,1211,996,1216,827
SMPD2,107,136,73,147,176,136
SMS,3970,4673,3780,3533,4697,3232
SUMO3,3108,3725,3008,3572,4437,3115
SUMO2,5446,6305,5108,5951,7595,5511
SNAI1,11,12,13,16,20,10
SNAP25,0,4,4,4,6,1
SNAPC1,1453,1698,1412,1971,2330,1861
SNAPC2,762,966,799,1070,1204,799
SNAPC3,505,540,528,700,968,642
BNIP1,323,438,323,399,423,327
SNAPC4,666,738,732,687,861,514
SNCG,52,85,58,88,104,70
FSCN1,1960,2432,2072,2605,3102,1824
SNRNP70,5265,6308,5163,5976,7334,4749
SNRPA,1416,1630,1393,1992,2483,1597
SNRPA1,649,693,621,914,1205,728
SNRPB,5059,6553,4855,7588,9257,5716
SNRPB2,1378,1520,1218,1475,1969,1412
BNIP2,1835,1936,1777,1704,2112,1619
SNRPC,3219,3781,3098,3593,4595,3032
SNRPD1,1680,1910,1559,2532,3206,2290
SNRPD2,2556,3149,2382,3188,4156,2516
SNRPD3,1675,1951,1607,2849,3596,2509
SNRPE,1222,1476,1218,1426,1939,1289
SNRPF,836,979,792,1219,1662,1087
SNRPG,1181,1353,1138,1543,2005,1533
BNIP3,3501,3851,3372,4382,5846,4169
SNTA1,361,509,369,456,569,367
SNTB1,788,868,727,708,945,641
SNX1,2462,2741,2411,2277,3006,2012
SNX2,1826,2027,1740,1771,2320,1586
SNTB2,2589,2915,2749,2618,3963,2501
SOAT1,1268,1459,1231,3376,4214,2882
HSP90AB4P,3,3,0,3,6,1
SOD1,2175,2477,2053,2219,2951,1929
ZNF826P,64,74,72,99,139,105
HNRNPA1P10,838,987,825,1188,1501,1143
SOD2,3832,4076,3750,3773,4443,3352
SOD3,2213,2724,2264,1949,2288,1464
BNIP3L,6236,6737,5806,4851,6510,4698
CAPN15,1709,2181,1937,1881,2103,1209
SON,8443,9380,8760,10754,12955,9077
SORD,571,660,543,844,1057,695
SORL1,284,266,272,421,496,335
SOS1,1957,2111,2010,1760,2077,1588
SOS2,2046,2135,2076,1582,2013,1608
SOX2,24,27,22,29,33,27
SOX4,3649,3991,3452,1755,2226,1489
BOK,857,989,868,1008,1194,756
SOX5,32,44,44,26,29,15
SOX9,4636,5342,4572,4720,5837,4003
SOX10,3,2,8,1,8,2
SOX15,22,33,30,29,37,23
SOX12,1545,1796,1520,1256,1546,1029
SP1,3801,4274,3846,4134,5262,3836
SP2,1153,1282,1139,1250,1503,1072
DST,19788,20143,23595,19961,21710,17669
SP3,2232,2379,2149,2862,3645,2668
SP4,249,288,257,434,561,371
SP100,1897,2045,1932,1986,2566,1852
SPAG1,685,671,672,738,843,661
UAP1,2128,2302,2013,2800,3529,2429
SPAG4,256,253,241,249,383,212
SPARC,10,19,15,11,22,15
SPAST,466,485,412,517,639,462
SPG7,2094,2222,2118,2264,2709,1945
SPIB,2,3,1,4,6,2
BPGM,198,200,158,244,326,234
SPINK1,6,8,1,3,0,2
SPINT1,333,403,361,263,288,197
SPN,184,196,151,310,394,272
SPOCK1,155,185,150,142,157,93
SPR,718,903,626,884,1012,694
BPHL,242,292,262,288,320,247
SPTAN1,15321,18191,15386,20880,23983,16325
BPI,2,1,5,3,0,3
SPTB,80,105,83,138,163,117
SPTBN1,29079,33712,30432,34952,38544,28239
SPTBN2,435,542,458,628,703,451
SQLE,709,779,680,536,597,452
SRC,1030,1183,1001,1109,1411,907
SRD5A1,730,840,702,1176,1448,1041
SRI,664,799,690,943,1288,930
SRD5A1P1,4,3,8,5,10,5
BRCA1,764,807,789,1382,1792,1250
SREBF1,10138,11916,10300,9651,11567,7523
SREBF2,5872,6963,5761,4904,6049,3878
SRF,2642,3120,2586,3036,3680,2377
SRM,1362,1744,1290,1792,1986,1277
SRMS,6,3,1,5,7,2
SRP9,3966,4642,4071,4223,5560,3975
SRP14,3371,3945,3205,3385,4246,2998
SRP19,1066,1223,1088,1171,1493,1065
SRP54,1680,1888,1691,1826,2466,1690
BRAF,801,843,794,1100,1418,944
SRP68,3029,3608,2906,3670,4523,3023
SRP72,3261,3487,3046,4030,4904,3617
SRPK1,8199,8699,7887,9434,11431,8483
SRPK2,1183,1270,1108,1108,1405,1094
SRPRA,4083,4930,4076,3045,3829,2580
TRIM21,258,309,222,439,573,385
RO60,1645,1699,1694,2280,2720,2074
SSB,1902,2144,1838,2625,3337,2524
SSBP1,1001,1247,999,1297,1691,1223
ITPRID2,5793,5983,5711,5884,7272,5314
SSR1,6266,6917,6130,7518,9164,6732
SSR2,3525,4250,3292,3872,4821,3204
SSR3,3518,3901,3483,3629,4784,3069
SSR4,2197,2823,2091,2368,2990,1942
SSRP1,7557,8878,7402,12098,14616,9843
BRCA2,928,996,960,1626,2002,1536
SSTR2,145,178,168,251,268,207
SSX1,690,762,598,735,916,647
SSX2,3,5,3,3,4,5
SSX5,10,7,7,4,8,6
SS18,3472,3942,3393,3548,4638,3314
DENND2B,855,958,834,863,1054,765
ST13,2621,3019,2482,2914,3685,2731
ST14,39,57,47,43,44,25
STAC,628,732,618,715,875,529
ZFP36L1,5057,5849,5109,5450,6382,4406
STAR,1,1,1,2,6,6
STAT1,2488,2620,2359,2887,3533,2523
STAT2,1269,1441,1429,1425,1828,1361
STAT3,3358,4042,3284,5686,6691,4643
STAT4,7,10,10,5,11,6
STAT5A,428,526,413,474,603,398
STAT5B,1482,1756,1537,1500,1690,1216
SCARNA2,3,3,1,1,3,4
SCARNA7,3,3,2,1,5,3
SCARNA13,8,12,7,6,15,6
SCARNA17,19,13,10,24,15,8
SCARNA22,20,27,20,24,32,18
SCARNA6,3,7,6,5,8,3
SCARNA5,2,1,2,2,9,0
SCARNA12,25,30,32,21,32,25
SCARNA15,3,7,3,6,5,1
SCARNA16,3,1,1,1,4,5
SNORA1,10,6,9,15,16,5
SNORA5B,2,3,4,10,4,4
SNORA5C,10,7,4,7,12,5
SNORA7B,4,0,3,2,6,5
SNORA9,9,5,5,18,18,13
STAT6,1925,2219,1892,2377,3037,1978
SNORA14B,0,4,1,3,7,2
SNORA15,3,2,4,0,5,2
SNORA17A,23,25,23,29,36,23
SNORA18,36,31,34,50,64,42
SNORA20,2,2,1,3,4,4
SNORA22,5,4,2,0,9,2
SNORA23,2,3,1,4,5,5
SNORA24,10,5,3,8,10,9
SNORA26,6,10,5,9,4,4
SNORA31,14,14,13,12,16,15
SNORA38,1,1,3,1,8,1
SNORA40,95,93,79,127,179,124
SNORA80E,2,2,2,1,6,5
SNORA17B,4,8,4,5,8,4
SNORA44,5,9,8,8,14,8
SNORA3B,7,7,9,10,8,12
SNORA47,2,7,1,5,6,3
SNORA50A,5,6,1,2,5,4
SNORA51,10,7,8,12,15,4
SNORA53,4,4,2,4,6,6
SNORA55,9,8,3,9,9,7
SNORA60,7,1,2,3,4,3
SNORA61,40,49,45,65,82,63
SNORA71C,10,18,9,18,22,13
SNORA50C,9,6,8,17,19,12
SNORA77,3,5,1,5,3,2
SNORA81,22,22,26,31,33,20
SNORD1C,6,9,5,9,15,13
SNORA59A,4,3,2,2,4,3
ZFP36L2,999,1235,1034,1489,1701,1190
STAU1,5456,6336,5260,5769,6972,4831
STC1,3126,3343,3002,1497,1939,1407
HSPA13,2047,2306,1875,2750,3477,2586
STIM1,2160,2648,2164,2726,3270,2238
CD27-AS1,98,125,108,131,158,128
NEK4,803,866,845,1123,1415,953
STK3,210,239,195,371,465,312
STK4,2417,2657,2447,3569,4628,3329
AURKA,2822,3205,2617,4949,6465,4249
AURKAP1,20,16,17,26,37,30
CDKL5,245,266,286,302,362,257
STK10,5114,6114,5045,5829,6860,4442
STK11,1394,1684,1376,1559,1919,1223
AURKC,37,27,21,23,25,20
SULT1A2,2,2,3,2,8,2
STRN,1517,1690,1621,2029,2411,1759
STX1A,1519,1709,1462,1616,1986,1234
STX3,1296,1457,1350,1359,1674,1203
STX4,891,1063,885,824,1094,699
STX5,1866,2253,1798,1675,1993,1311
STXBP1,743,860,718,1130,1478,970
STXBP2,2836,3547,2903,2994,3743,2335
STXBP3,536,573,538,746,991,683
STYX,977,1027,937,1100,1438,1006
SULT1A1,6,10,7,9,12,10
SULT1A3,96,104,99,103,118,84
SULT1C2,127,126,124,89,93,76
BSG,14962,18926,15084,15127,18808,11814
SUOX,1324,1485,1251,1334,1688,1229
SUPT4H1,1273,1464,1154,1219,1513,1131
SUPT5H,5750,7055,5918,5840,7046,4620
BST1,66,69,73,46,54,40
SUPT6H,7638,8736,7884,7933,9282,6486
SUPV3L1,942,1058,921,960,1168,872
SURF1,391,420,338,545,650,471
SURF2,292,343,278,402,477,292
SURF4,9427,11287,9174,9092,11061,7453
MED22,1515,1805,1547,2003,2425,1646
SURF6,964,1119,922,1099,1353,939
SUV39H1,349,437,364,630,736,442
BST2,2778,3298,2592,3059,3837,2485
SVIL,1702,1903,1692,2038,2558,1641
VAMP1,161,203,177,195,223,187
VAMP2,1296,1424,1178,1119,1309,941
VAMP7,2706,2871,2527,2783,3530,2578
SNORA25,20,27,28,27,33,22
BTC,30,27,44,40,72,48
SYN1,11,24,9,11,19,15
SYN2,27,42,35,19,35,14
SYP,31,20,16,29,29,22
SYPL1,2127,2468,2033,2415,3073,2304
SYT1,90,79,83,90,117,85
BTD,1441,1649,1502,1714,2426,1535
TACR2,8,14,11,8,7,10
TACC1,5833,6462,6022,7457,8864,6412
ADAM17,1577,1771,1655,1397,1777,1231
KLF9,603,683,608,527,731,478
TADA2A,624,693,627,835,996,694
TAF1,2184,2365,2307,2591,3121,2302
TAF2,1206,1365,1252,1569,1962,1464
TAF4,715,858,779,831,1021,721
TAF4B,268,282,282,407,503,380
TAGLN,260,332,261,324,389,272
TAF5,491,539,502,733,884,630
TAF6,1399,1675,1442,1718,2139,1337
TAF7,4029,4641,3934,3956,4936,3501
KLF5,862,1027,890,952,1293,885
TAF9,1095,1271,1059,1440,1760,1191
TAF10,2870,3437,2787,3480,4456,2802
TAF11,1153,1353,1277,1208,1457,1172
TAF12,147,156,109,141,202,140
TAF13,497,594,516,533,640,487
MAP3K7,1053,1165,1067,1512,1891,1380
TAL2,1,2,8,2,2,5
TALDO1,2804,3296,2675,3277,3910,2577
BTF3,9377,10625,8860,11157,14168,9522
TAP1,1084,1246,1112,2658,3192,2080
TAP2,2213,2693,2342,5688,6774,4470
TAPBP,12456,15110,12934,11576,12881,9271
TARBP1,629,721,791,857,911,755
TARBP2,447,579,450,504,613,366
TARS1,5951,6482,5693,7864,10225,7087
TBX1,88,94,70,97,107,69
TAFAZZIN,708,776,664,746,914,640
TBCA,2423,2703,2161,2440,2959,2286
TBCC,917,1126,925,1390,1688,1073
TBCD,2844,3441,2799,3333,4135,2695
TBCE,715,809,683,1078,1307,952
TBL1X,842,956,796,1420,1600,1187
TBP,355,429,388,489,503,400
TBX6,24,29,36,32,42,37
TBX15,14,24,24,11,18,14
TBXA2R,24,30,22,51,60,32
TBXAS1,235,266,245,192,271,181
TCEA1,2347,2582,2206,3047,3740,2678
TCEA2,1572,1963,1631,1559,2050,1249
TCEA3,1138,1307,1048,1277,1461,1058
SNORD9,0,2,2,4,5,2
SNORD12,14,7,9,12,17,12
SNORD11,2,1,4,3,4,1
SNORA32,35,36,30,33,44,26
SNORD5,19,28,21,29,32,20
SNORA16A,20,15,18,35,20,18
SNORD6,4,10,5,11,12,7
SNORD7,1,5,2,3,2,2
SNORD45C,25,21,22,22,38,21
SNORD17,18,27,21,35,52,23
SNORD49B,249,272,244,224,274,164
SNORD50B,8,9,4,15,15,11
SNORD19,3,4,3,8,6,2
SNORD23,9,10,16,12,22,9
SNORD62B,24,18,20,28,27,25
MSMP,397,426,401,394,516,347
FAM86DP,571,684,538,533,626,410
ELOC,910,1044,804,943,1150,850
SNORD65,21,21,27,24,37,20
SNORD67,3,4,1,4,5,1
SNORD69,5,6,6,3,3,2
SNORD71,2,4,2,2,3,1
SCARNA10,1,2,0,4,14,1
SNORA57,15,15,10,21,19,9
TAMALIN-AS1,1,4,2,3,3,3
SNORD75,3,1,1,6,5,2
SNORD76,55,58,58,56,84,59
SNORD77,10,14,14,22,25,9
SNORD78,18,11,15,15,19,17
SNORD84,19,30,35,27,40,22
SNORD86,127,170,127,196,256,164
SNORD88B,21,23,19,40,49,18
SNORD88C,7,5,6,8,9,5
SNORD89,2,1,2,4,5,2
SNORD93,4,0,2,1,7,2
SNORD98,3,1,2,2,4,3
SNORD99,17,10,14,22,21,15
SNORD110,95,96,79,90,130,82
SNORD97,8,3,9,14,16,8
SNORD94,14,8,8,4,9,7
SNORD104,47,63,48,71,75,40
SNORD103A,7,8,9,6,13,6
SNORD103B,3,7,7,7,11,8
LMNTD2-AS1,22,21,25,19,26,15
ELOB,2523,3310,2507,2642,3349,2090
PPAN-P2RY11,732,897,754,961,1147,728
ELOA,2153,2490,2108,2324,2846,1908
TCF4,524,643,594,443,573,439
HNF1A,33,40,29,35,45,28
TCF3,2458,2837,2564,2264,2800,1835
MIR421,5,3,7,5,8,5
MIR548D1,2,2,2,4,5,2
MIR555,42,33,43,35,48,37
MIR564,7,12,13,11,10,8
MIR570,24,27,27,17,24,20
MIR573,9,1,10,3,12,4
MIR579,0,1,1,5,6,4
MIR584,4,7,3,2,5,3
MIR590,10,10,15,7,16,9
MIR611,111,147,119,114,163,110
MIR612,1,2,1,2,13,0
MIR614,123,137,139,136,172,119
TCF7,146,170,151,199,256,149
MIR621,14,12,14,28,37,30
MIR631,5,8,9,6,3,4
MIR632,63,91,80,83,132,73
MIR635,6,18,14,8,10,12
MIR636,109,153,144,198,241,136
MIR637,13,12,7,7,11,5
MIR639,113,138,98,133,176,89
MIR641,9,10,12,6,13,8
MIR647,15,10,11,24,16,10
TCF7L2,1115,1256,1186,1093,1278,973
ZEB1,2289,2457,2267,3110,3853,2777
GCFC2,765,812,777,1394,1940,1317
TCF12,998,1194,1036,1307,1676,1182
BTG1,3572,4022,3251,2234,2897,2090
ZNF354A,288,304,276,354,437,310
TCF19,1921,2216,1913,3693,4311,2981
TCF20,673,837,781,1048,1269,902
VPS72,971,1081,937,1094,1434,940
MLX,1635,1955,1646,2085,2589,1667
TCN1,429,444,393,61,78,58
TCN2,101,106,96,133,194,124
TCOF1,2677,3174,2639,3881,4580,3096
TCP1,4059,4738,4045,6686,8325,5761
TCP11,10,8,8,6,9,11
BTN1A1,4,10,4,6,4,4
TCTA,529,581,505,612,893,567
BUB1,2778,3146,2703,4069,5004,3528
DYNLT3,757,766,687,704,918,659
DYNLT2,49,44,52,53,50,40
PPP1R11,1910,2158,1816,2023,2494,1846
DYNLT1,856,1023,840,941,1238,836
TDG,688,776,699,1358,1706,1177
TDO2,2,7,2,3,2,3
