Genes,WT_serum_Sc_2,R175_serum_A5,WT_doxo_Sc,WT_serum_A5_1,WT_doxo_A5,WT_serum_A5_2,WT_serum_Sc_1
ZBTB7B,3098,2442,4563,1547,3667,5154,3022
PCK1,0,1,1,3,3,2,1
PI15,1,0,2,0,13,0,0
GMNN,1687,1172,553,1038,260,2055,1499
PLEKHA8P1,82,65,50,33,48,73,56
LAP3,1313,1825,1001,1142,1032,2375,1288
WDPCP,448,457,253,268,272,587,466
ZNF691,237,139,190,120,126,228,146
FAM135B,0,1,3,4,4,0,1
PCK2,6165,7765,2419,2484,1743,7886,6004
TXNDC12,1258,1471,862,1018,711,1932,1320
TXNDC11,1874,2263,1760,1375,1445,2465,2014
ATL1,85,82,83,54,64,137,92
CALHM2,1073,1157,1711,545,1368,1426,982
RPS27L,1313,1797,5053,2320,5042,4258,1221
SSUH2,1,2,19,9,10,3,3
YARS2,912,1021,871,766,856,1566,815
NMD3,8691,10400,10072,9055,10353,15813,8191
MRPL2,1076,1305,912,685,763,1391,1051
NOSIP,741,690,824,482,774,1374,794
DERA,432,442,230,319,178,540,363
MEMO1,1286,1421,1295,838,1186,2384,1190
MRPL4,1470,1643,1258,804,1159,2387,1387
APIP,1163,1062,731,766,503,1626,1084
TMX2,1881,1979,1363,1460,1229,2605,1751
CUTC,249,324,247,202,227,362,211
FCF1,1502,1510,1392,1101,1264,2312,1531
THAP4,1951,2124,1517,1317,1337,3227,1869
NDUFA13,2388,2770,2598,1819,2335,4322,2341
PCM1,4600,4641,4623,4064,3891,6385,4088
MRPS7,1398,1357,1384,1029,1088,2387,1427
POLR1D,3017,3725,2954,3060,3016,5524,2930
GAL,334,619,194,280,350,767,365
CRYL1,755,810,690,586,548,1274,797
MLXIPL,358,289,413,136,342,486,412
YBX2,911,549,417,354,218,828,824
KLHL5,686,856,1364,606,1350,1049,691
PLLP,190,152,129,121,123,272,186
SEPSECS,704,708,793,433,514,856,608
SIDT2,1035,946,1927,608,1504,1631,910
METTL25B,1133,983,1071,546,801,1667,1148
ADIPOR1,9067,8978,8021,6973,7340,14740,8798
TRNT1,1532,1670,1714,1395,1566,2798,1505
UTP18,2292,2056,1658,1599,1404,2986,2150
SCCPDH,91,40,219,54,307,76,92
IFT52,968,993,883,618,725,1257,935
ABHD5,1299,1077,1112,956,954,1651,1129
PCMT1,2513,2083,1630,1450,1401,3148,2302
SH3GLB1,1671,2101,1698,1662,1762,2823,1411
ZC2HC1A,372,318,500,335,346,549,338
MECR,551,534,627,274,525,810,566
NDUFAF1,222,248,192,184,139,339,189
ABHD17B,922,981,1173,864,935,1597,835
PHF20L1,1314,1402,1815,1257,1813,2112,1210
TFB1M,293,264,250,177,284,385,264
APH1A,10822,9648,10718,5722,9156,17996,10473
METTL9,4425,4375,3096,3965,3072,7112,4182
RDH11,3045,2745,2122,1999,1608,3767,2850
PCNA,5402,3593,2992,3674,1728,6450,4643
LACTB2,370,407,415,301,368,497,336
KMT5B,2239,2445,3864,2047,3631,4222,2239
TRAPPC12,501,485,552,282,505,877,578
ZDHHC9,5585,5944,4119,3978,4020,8661,5324
RMDN1,2776,2766,2854,2119,2390,4126,2409
MRPS2,2810,2568,1361,1277,1140,3555,2472
COQ4,1431,1453,1811,677,1401,2217,1336
UTP11,889,896,794,872,662,1201,844
SBDS,1989,2205,2031,1691,2274,3096,1865
RPL26L1,368,453,403,327,436,694,392
COMMD2,1573,1718,1212,1091,966,2066,1370
ZNF706,2607,2639,2970,2271,2991,4009,2493
IER3IP1,1208,1267,818,844,634,1860,1110
GOLGA7,1230,1090,1483,1142,1485,1876,957
NAA20,2363,2348,2161,1915,2130,3622,2122
TRIM17,102,57,159,50,122,171,67
SAR1B,3789,3346,3075,2479,2520,4976,3763
ANGPTL4,126,112,197,65,127,179,100
ASB3,54,60,95,28,37,81,51
PHF11,217,149,331,143,222,239,247
RLIM,3915,3582,3806,2978,3620,5565,3359
KCTD3,13697,13603,7979,10615,6402,17625,12824
CEP83,646,710,494,465,392,977,612
IRAK4,764,814,942,702,828,1370,775
RNFT1,651,1072,1296,678,1210,1445,613
COPS4,1187,1343,1094,1064,858,1617,1102
INSIG2,670,412,706,482,497,827,590
CHCHD2,5134,5689,4293,3117,3867,8321,5298
DYNC1LI1,1301,1622,1261,1200,1205,2210,1327
HSD17B12,2192,2088,1465,1371,1024,2479,1976
PBX3-DT,0,3,6,6,5,2,0
ING4,308,198,407,153,368,445,291
CERCAM,1179,914,1591,517,1304,1868,1208
MRNIP,301,223,610,143,368,416,303
SDF4,2511,2701,2097,1136,2133,4357,2510
SLC45A2,0,10,2,1,0,2,0
MRTO4,2023,1713,1109,978,1076,2815,1784
JPT1,2747,3032,3158,2279,2888,4877,2862
ZNF580,1282,1105,1530,680,1085,1934,1312
PCNT,4857,3536,4754,2625,3386,6784,4484
VPS28,1131,1244,1617,739,1728,2060,1212
C3orf18,47,26,56,17,60,50,21
EGFL7,634,515,478,334,561,1262,673
DBR1,1179,1021,749,918,682,1507,1042
DCTN4,4519,5012,5275,4219,4386,6943,4475
AADAT,590,609,394,436,302,808,573
CYB5R4,557,513,588,395,495,571,502
MYO15A,16,13,22,6,21,34,12
HSD17B11,88,66,146,51,67,86,82
HSD17B14,24,10,21,15,39,52,27
NAGPA,460,345,283,154,235,470,528
TUBD1,3840,3396,4075,3162,2558,5709,3740
TUBE1,306,298,196,211,126,365,241
LEF1,98,75,47,104,60,173,68
PLEKHO1,244,273,79,122,69,361,211
PCOLCE,408,209,301,130,165,435,300
DCXR,4529,3466,3237,2546,2277,7386,4530
HSPA14,2952,2169,2501,1827,1751,3473,2561
GPN3,641,592,379,433,268,815,635
CRBN,1641,1586,1977,1353,1564,2241,1461
RSL24D1,5301,6480,4270,4964,3945,8260,5016
SS18L2,463,457,298,372,292,643,447
CHMP1A,4520,3999,5082,1872,4621,7540,4498
HERC5,31,22,44,39,10,30,24
CKLF,99,70,26,53,24,141,118
ZNF639,2450,2613,1376,2192,1157,3549,2327
IPO11,2099,1981,1868,1653,1401,3009,1849
RAPGEFL1,871,1349,990,565,912,1600,911
PLCE1,128,77,116,76,59,112,89
NIN,2369,2148,2479,1856,2246,3393,2100
CPA4,1,3,8,0,0,0,0
ZDHHC2,4,6,8,3,11,20,3
DDX47,1125,1202,1250,895,1263,1464,1037
NUSAP1,3868,2972,1617,2408,399,3790,3434
TACO1,1336,1679,1391,901,1126,2130,1328
ACP6,606,653,662,399,404,842,532
DUSP13,3,2,14,0,5,3,1
CLDN18,7,0,4,0,1,0,1
RAB9B,230,248,117,151,70,266,241
PCP4,6,1,7,4,3,1,0
GLRX5,1867,1919,1422,1741,1350,2921,1700
PCSK1,0,2,20,3,6,4,2
ZNF219,2550,2652,2797,1243,2354,4952,2607
ELOA2,5,3,7,0,9,10,3
ABI3,5,5,6,1,1,2,0
COPZ2,37,23,23,8,20,51,30
PIGP,340,296,397,356,286,620,346
GLTP,2087,2086,2576,1625,2383,3298,2014
PHF20,2265,2024,2570,1454,1943,3018,2094
VRK3,558,485,850,300,682,883,558
CRIM1,2116,2216,4648,1501,3913,2562,1966
DRICH1,11,10,26,18,18,10,13
EMC4,1270,1453,1253,894,1252,1944,1268
HGH1,961,838,929,467,783,1314,1024
MZB1,248,200,244,61,118,304,234
ANKRD39,465,424,612,269,420,861,504
COX16,120,90,100,70,77,159,120
CCDC174,755,711,820,538,783,973,643
SHISA5,4307,4304,5092,2161,4387,7191,4238
PAIP2,4636,4570,4206,4207,4149,6912,4238
PDZD11,601,694,703,675,553,1072,597
TMEM69,654,842,884,607,715,1149,657
PCSK5,4,4,16,8,23,12,4
MTRES1,331,498,515,306,449,659,356
NT5C3A,1662,1689,910,1130,729,2200,1500
FAM178B,97,56,251,26,70,75,90
MRPL37,2835,2762,1915,1912,1622,4262,2471
RNF181,588,590,649,404,629,834,538
TBC1D7,502,517,510,338,487,913,466
MARCHF2,241,378,572,221,568,749,250
MRPL51,815,827,534,536,464,1362,746
TMEM216,465,592,325,416,349,874,507
PCSK2,2,2,124,7,27,13,8
PBDC1,307,350,437,254,421,586,234
MRPL30,3482,4227,2509,3018,2184,5415,3360
MRPL27,711,718,647,514,643,1304,674
CDKL3,102,96,88,61,64,137,95
PIPOX,7,5,14,5,8,11,8
CDK16,2339,2347,2287,1398,2281,4100,2227
UBAP1,1285,1009,1340,848,974,1588,1142
BET1L,1183,1431,1439,742,1295,1957,1134
KLF3,1620,1556,2504,1527,2641,2673,1423
MAPKAPK5-AS1,390,499,352,344,284,630,380
ZNF571,91,60,115,23,89,127,52
DNAJC27,274,339,319,253,276,440,259
IER5,2279,2273,5791,1796,6211,5587,2209
C1RL,5,6,2,3,2,7,0
CDK17,2684,2786,2444,2604,2350,4282,2479
GOLM1,2143,2716,1978,1802,1959,3813,1892
ANKMY1,355,263,484,233,347,606,399
SCAND1,1201,1398,1488,599,1313,2533,1238
BFAR,15,10,218,13,141,215,10
CEND1,29,22,79,3,29,32,30
COA4,2619,2742,2245,2038,2129,4188,2404
CDK18,1401,1723,1055,756,892,2596,1354
ERGIC2,1323,1395,1225,1174,1081,1623,1273
GMIP,547,501,1146,396,1057,1091,567
GMPR2,2556,2536,2751,1828,2203,3933,2390
CD320,1525,1558,663,730,578,2582,1600
PCDH12,103,75,84,64,33,150,88
ECSIT,1210,1360,817,636,799,2155,1256
SLC15A3,40,36,21,10,32,26,29
THEG,30,45,110,19,153,73,18
NRN1,1,12,8,2,4,2,6
ATP5F1D,3800,4502,3364,2568,3410,8396,4275
PCYT1A,1507,1437,2085,1092,1951,2066,1380
TIMMDC1,1626,1719,1772,1422,1543,2697,1492
GCNT4,3,1,29,7,26,10,6
CYP39A1,3,1,2,3,6,8,1
FKBP11,1893,3801,682,1222,579,3319,1863
ZDHHC3,1800,1543,2303,1254,2119,2809,1713
KCNK9,3,6,5,1,2,3,7
FAM13B,3853,3149,3977,2589,3010,4537,3311
FAM53C,4334,4224,4445,2523,3486,6254,4287
REEP2,52,54,57,14,72,60,53
ARMCX1,111,101,247,58,141,121,93
SLC22A17,511,604,420,239,358,922,510
SLC25A37,1610,1347,1211,943,944,1908,1498
GASK1B,313,209,1242,436,1991,883,299
KRCC1,621,682,855,641,820,1102,569
PLAC8,8,14,18,6,22,14,10
PHF21A,1781,2415,1555,1206,1173,2626,1754
MRPL35,1683,1869,1318,1537,1194,2429,1715
RSRC1,1031,959,779,861,592,1133,960
PDC,1,2,4,3,12,1,4
MEX3C,1921,2018,2659,1615,2786,2926,1719
AMZ2,3105,4539,3875,3395,3825,6132,2984
WAC,9454,9510,8920,8214,8405,11774,8717
SPG21,3425,3151,3381,2572,2564,4935,3398
ARL17A,17,4,13,11,7,32,7
ARL6IP4,1087,1021,1139,556,921,2056,1039
TNFRSF12A,1920,1951,4919,1270,6885,5019,1924
SPTBN5,116,78,97,26,51,139,110
ZNF771,269,297,206,125,147,448,311
PRR16,12,5,13,28,20,33,23
NGRN,3079,3544,3223,2522,3129,5123,3087
THEM6,4218,3367,3542,1508,2784,6660,4295
DACT1,4,0,14,3,10,2,0
PDCD2,3668,4394,3629,3617,3763,7007,3612
CRNKL1,2109,2029,1963,1653,1506,3055,2012
ZBTB7A,7752,7229,8356,4253,7937,13218,7687
FZR1,2229,1724,2145,854,1597,3050,2035
TAOK3,1124,1248,2159,1253,2016,2124,1101
ZNF117,446,629,1047,494,870,830,420
PDE1A,10,8,10,6,7,0,9
MBTPS2,1528,1929,1293,1167,1265,2140,1505
HOOK1,2355,2297,1347,1784,1196,3066,2067
CDC40,1479,1722,1686,1170,1213,2151,1448
CHST15,5943,5166,6394,4525,5968,8790,5649
ZMYND10,14,16,10,20,7,41,17
UBR5,18674,20837,21825,16073,19347,30493,17291
POP5,672,644,877,485,735,1005,547
TEX264,1237,1066,811,819,613,2025,1385
PDE1C,1,0,16,0,2,4,0
POMP,1619,1829,1661,1475,1617,2702,1567
TMA7,550,544,633,519,554,1054,552
MRPS17,267,250,185,257,221,477,242
ATRAID,3257,3645,2497,2456,2087,4559,3224
SNX7,136,85,93,76,65,188,131
UCHL5,2217,2427,1807,1739,1268,2754,2032
ANGPT4,3,2,88,9,39,4,2
CRLF3,733,828,742,710,574,1333,689
PDE2A,11,7,34,4,46,18,18
CSAD,2807,1922,3314,1268,2154,3808,2705
ATP6V1D,669,620,1036,546,1090,1189,637
WNT16,2,3,3,0,10,8,3
ZNF589,452,332,449,243,266,464,384
EIF3L,11166,10081,8250,9587,7788,16231,10400
NIP7,2103,2369,1422,1773,1469,3554,2014
RWDD1,1046,1231,977,1142,911,1761,942
PDE3A,0,0,4,0,7,0,0
AIG1,1312,1182,576,809,430,1529,1219
TRPV2,2,8,6,0,1,5,2
COMMD10,1437,1566,1252,1236,1139,2316,1367
WDR83OS,2761,2148,2419,793,2181,4211,2371
TRAPPC4,1163,1209,1211,749,954,1682,1109
ATP5F1E,1197,1339,1514,1055,1451,2155,1161
PDE3B,1442,1494,654,1056,410,1984,1317
PPME1,1936,2105,1183,1283,1121,2492,1647
NOL7,511,479,460,378,517,849,439
HEMK1,490,528,987,205,651,700,518
PDE4A,927,871,253,527,297,1333,854
BIN2,0,0,2,0,8,0,2
ACTL6B,10,11,7,1,3,4,5
PDE4B,250,214,138,180,74,281,278
AMOTL2,3835,4124,7214,2520,8053,6918,3600
PRKAG2,787,874,863,944,1263,1404,678
POLK,913,882,634,728,476,1276,768
ZNF107,1766,1300,1325,1095,942,2039,1369
DDX41,3408,3557,3552,2214,3170,5130,3511
SNX9,1144,1212,1439,863,1425,1757,1155
PDE4C,25,11,64,18,50,40,11
SUCO,4012,4478,5468,3264,5456,6089,3969
ANAPC5,5104,5380,4553,3636,3439,6775,4864
ANAPC7,3334,3302,3194,2278,2270,4674,3307
SCARA3,226,172,458,83,242,201,184
FAM8A1,1808,2121,2047,1874,2138,2906,1658
PDE4D,209,253,244,177,229,362,192
HPCAL4,6,0,7,0,4,3,0
YTHDF2,3592,3698,3204,2603,3332,5065,3542
RNF138,2297,1796,1379,1344,811,2482,2302
IP6K2,1899,1542,2908,925,2343,2917,1876
PCYOX1,3329,2605,3094,2228,2000,3494,3010
PDE6A,75,58,118,48,76,96,65
PRRX2,16,11,16,10,14,20,20
LCMT1,1459,1818,2496,1544,2460,3062,1514
GULP1,187,145,1111,253,1143,337,154
REV1,2244,2101,2273,1821,1907,3380,2164
RHCG,6,6,19,6,15,23,11
PDE6C,11,18,21,6,16,11,11
SFMBT1,1801,1373,1590,1349,1354,2692,1598
GPR89B,547,545,678,299,471,758,490
UBE2J1,4319,5531,3245,3079,2744,5250,4130
EVL,4316,2959,5430,2568,3236,6122,3955
PDE6D,312,254,326,213,218,442,277
NAT8B,2,2,14,0,1,6,0
DCDC2,485,339,694,330,499,632,382
LIMA1,1125,814,1643,832,1426,1403,987
ISYNA1,3959,2419,6688,2175,4553,5489,3661
HSD17B7,732,794,754,493,604,1023,721
ANKFY1,3599,2781,3682,2345,3063,4788,3268
PDE6G,4,3,13,4,5,5,5
SPOUT1,1893,1511,1624,828,1303,2661,1944
NOP16,673,885,530,518,507,1135,734
RTCB,1859,2352,1937,1396,1765,3316,1798
HACD3,5760,5241,5047,4965,4409,8232,5086
CTDSPL2,3160,2920,2118,2300,1562,3779,2877
NELFCD,9445,10330,9618,7333,8226,14181,9432
TRIAP1,1094,1030,1298,887,1117,2018,1069
ATP5PB,7026,8029,6080,5978,5932,12041,6550
PDE7A,1209,1064,1215,977,955,1707,1034
HIKESHI,894,1108,747,763,751,1578,867
CWC15,487,503,500,354,337,677,432
TRMT112,2122,2214,1600,1385,1532,4102,1886
UFC1,2033,2317,1808,1647,1742,3576,1703
RTF2,3019,3237,3193,2295,3144,4863,2821
PDE8A,1342,1407,1556,1123,1327,2148,1300
CHMP5,745,832,1287,750,1416,1317,765
GTSE1,2954,1890,1032,1275,298,3049,2505
ETV7,10,3,46,0,41,16,4
DTL,3091,2118,964,1919,315,3320,2895
NCKIPSD,960,788,838,459,843,1510,991
PDE9A,132,258,327,208,302,394,149
LARS1,8109,8633,5919,6286,4947,11416,7549
TMEM14C,1709,1661,1299,1434,986,2540,1615
CXXC5,2886,2883,4630,1888,4999,4765,2647
TMEM138,799,905,873,723,555,1309,827
OSER1,2571,2624,3131,1864,2727,3677,2197
GSKIP,1348,931,1236,938,1136,1573,1163
JKAMP,1726,1833,1400,1326,1003,2185,1519
ANAPC11,917,814,768,485,654,1541,963
PDE1B,4,10,4,7,9,21,0
ZC3HC1,480,480,370,292,227,715,491
TRMO,525,529,578,344,441,591,478
PHF7,185,194,180,103,129,266,166
VTA1,1915,1924,2307,1718,2209,2897,1970
PPHLN1,2195,2076,2438,1628,1816,2937,2134
MTFP1,1048,1122,326,469,272,1535,1099
ZCCHC17,389,297,500,286,402,446,406
PDGFA,903,698,2194,762,2411,1853,891
VPS54,1377,1391,1202,1282,1314,2110,1256
ZNF581,1107,1139,1541,630,1397,2215,1076
SIRT7,771,636,1336,487,1208,1309,853
SIRT6,448,392,681,157,579,705,485
PDGFB,1506,1276,2139,863,2208,2544,1416
CINP,961,1030,828,722,773,1620,882
RAB14,5669,5272,6243,4824,6505,9218,5216
ACKR4,17,10,22,14,13,24,14
PEX5L,94,43,52,45,31,77,57
LGSN,35,119,127,122,270,252,32
NT5DC3,1973,1901,1783,1306,1827,2978,1902
PDGFRA,0,0,6,0,8,1,0
RAB6B,144,187,259,129,285,287,140
IL23A,6,27,9,4,18,16,19
MBIP,868,957,926,915,757,1303,829
HDAC7,2925,3151,4203,1339,4029,5101,2934
ARMCX3,1238,1526,2551,700,1841,1712,1064
TDP2,1323,1257,1254,1032,1232,1897,1242
UFM1,2506,3223,2183,2227,2137,3838,2714
PDGFRL,123,192,84,125,52,192,123
CYRIB,2694,3134,3625,2828,3969,4504,2698
GDE1,5302,6584,5170,5006,4818,9108,4942
LARP7,606,596,612,459,505,764,503
ESF1,524,529,493,461,458,863,445
PDE6B,49,25,29,8,12,51,52
AZIN1,9930,9509,7917,6891,7458,13187,9201
PCF11,4878,5322,4964,3958,4503,6887,4743
MED15,1766,1550,3260,1055,2765,2833,1633
PIAS4,1768,1357,1795,785,1505,2682,1629
PDGFRB,4,4,4,0,12,4,1
TRIM33,27427,27405,31595,24454,29148,40033,26249
SRRT,8695,8605,8242,4914,6546,11315,8886
NBAS,1593,1956,1916,1289,1709,2623,1639
CUTA,21,24,19,5,17,43,23
LSR,4323,4224,5677,2171,6911,7969,4051
ATP5MC1,2173,1976,1286,1157,1053,3350,1963
PDHA1,1998,2392,1662,1694,1575,3437,1884
LIPT1,162,143,199,161,156,286,149
NOP58,2427,2369,1656,1385,1252,2807,2256
METTL13,2149,1818,2112,1261,1756,3169,1991
PIGT,3031,3520,3396,2363,3021,5133,2870
TRMT6,546,616,427,400,417,741,539
ATP6V1H,881,864,1087,702,1023,1436,760
GET4,1882,1478,2257,1091,2098,3459,1751
DPH5,694,827,543,538,548,1117,617
ERGIC3,6834,6821,6623,5391,6282,12404,6738
TAF9B,1064,1088,971,629,830,1117,916
NSG2,2,0,9,1,6,3,2
UBE2D4,319,311,286,238,269,629,314
PDHB,1347,1642,1343,1054,1019,2138,1198
KLF13,109,102,179,53,212,183,100
CCZ1,491,533,539,381,552,1145,578
DYNC2LI1,234,255,228,177,170,412,203
SLC25A39,10794,10086,10083,5075,8727,19125,10612
PDK1,802,857,228,501,183,1055,774
LUC7L2,1034,915,889,413,679,1350,953
OTUD6B,1657,1782,1469,1311,1214,2457,1496
RBMX2,843,917,930,623,908,1295,665
DHRS7,543,622,482,492,537,871,521
RTRAF,1944,2493,1848,1834,1843,3684,1877
SF3B6,1753,1882,1694,1291,1391,2594,1665
PDK2,929,974,1286,566,926,1492,891
MRPL48,886,826,779,702,601,1198,859
TMBIM4,1055,1076,1493,840,1162,1762,1065
PPIL1,2052,2404,955,1415,889,2528,1909
YPEL5,758,999,2758,972,2907,1775,870
CIAO2B,724,842,694,387,721,1195,730
MRPS23,1428,1557,1364,1075,1194,2303,1239
PDK3,6494,6889,4127,5285,3678,9706,5744
MRPS33,738,739,745,665,571,1324,675
PTRH2,2240,2169,2144,1734,1892,3016,2079
CHMP3,43,55,43,4,34,38,33
CDK5RAP1,884,714,878,573,763,1310,761
RASD1,123,79,761,64,1309,228,114
STYXL1,752,949,1213,643,1051,1411,817
GINS2,3573,2275,1159,2120,600,4281,3371
PDK4,5,5,48,10,55,9,2
MPC1,470,649,349,409,329,789,379
FKBP7,103,107,27,60,7,104,75
ZFR,3680,2984,4155,2981,3486,4834,3484
ASB1,434,440,637,234,479,809,426
NUB1,1220,1066,1407,788,1072,1570,1167
HSPB11,651,415,356,538,234,872,637
SARAF,5603,5950,4313,4008,3846,8529,5407
ENPP1,1171,2343,1196,1381,1467,2478,1135
TPPP3,1,0,1,0,8,6,1
PALS2,2028,1981,1582,1861,1288,3549,1844
ENPP2,10,26,19,19,8,14,2
SUFU,1371,1379,1344,888,1089,2290,1305
OAZ3,130,125,169,82,150,244,96
ENPP3,9,11,63,2,47,9,1
LSM7,508,543,475,269,428,883,470
LSM8,1118,1082,957,713,699,1479,992
CPSF3,1615,1677,1454,1438,1240,2377,1484
TRAPPC2L,1490,1581,1747,1240,1455,2695,1650
HECA,2077,1956,2514,1167,1993,2642,1796
VPS29,1953,1748,1685,1825,1413,2795,1815
ATP5MC2,9767,9760,7209,5746,6476,16428,9243
PDPK1,4485,3479,5314,2562,4629,6513,4478
CYB5R2,10,12,23,3,15,13,17
NLK,1540,1696,1643,1550,1671,2674,1390
PADI3,42,45,1236,9,700,42,40
ACSL5,6,10,15,1,13,11,10
GPRC5B,120,87,145,72,137,176,122
EMCN,273,159,302,167,258,411,170
CYB5R1,1253,932,1799,796,1751,2075,1095
ZNF44,300,277,467,182,249,317,196
SELENOT,4982,4691,4712,4364,4535,7891,4436
RAB23,1039,1055,590,984,484,1595,1079
CAB39,2144,2084,2955,1950,3153,3435,1998
SLC26A4,8,7,13,11,17,9,12
UIMC1,1313,1189,1594,1117,1208,2226,1318
DNAJB11,1227,1975,771,1068,729,1963,1020
CMPK1,4003,4362,3120,3810,2791,7001,3772
POLR3K,915,804,580,523,417,1470,918
WBP11,2741,2665,2367,1925,2068,4082,2645
UPB1,4,0,18,2,3,1,0
MSRB1,992,933,1474,640,1306,1802,1016
RAPGEF6,4882,4932,3407,4403,2866,7587,4480
GHRL,41,52,90,17,63,77,38
PDZK1,487,709,1488,361,1353,764,435
WWOX,1128,853,799,654,595,1431,1102
ARID4B,1296,1068,1740,1095,1611,2094,1277
LUC7L3,2993,2524,3069,1840,2516,4232,2733
PECAM1,2,0,43,0,20,0,0
RTEL1,97,59,106,15,84,140,104
HIGD1B,42,28,47,37,29,50,51
ERAP1,1809,1485,1663,914,1027,1733,1757
TMEM8B,48,66,136,28,123,175,60
CDK12,5179,5624,5931,4237,5778,8421,4880
C9orf78,884,954,987,797,815,1498,864
SERPINF1,103,109,299,103,179,228,104
SYT17,1211,784,1358,566,914,1449,1199
ATP8A2,95,48,632,60,455,135,112
RAB8B,956,823,1147,592,782,914,881
INPP5K,697,521,1219,306,916,957,717
GNG13,118,57,38,28,56,111,128
STK26,3086,3726,2390,3200,2695,5375,3084
TM7SF3,3350,3497,3694,3445,3629,6441,3060
RSF1,3797,3782,4126,3400,3787,6203,3348
MAP3K20,670,642,440,611,712,1047,563
KDM3B,11177,9838,11967,7190,9666,14356,10448
ATP5MC3,4154,4861,3476,3136,3349,7793,4107
SIX4,2466,1839,2137,2069,1675,3322,2542
COQ3,254,388,124,161,82,327,313
CALML5,136,87,748,68,475,203,133
TUBA8,49,81,45,32,41,82,44
PHAX,1753,1708,2029,1281,1837,2948,1730
GALNT7,3978,4986,2255,3870,2214,6755,3623
ADA2,53,78,148,26,66,113,53
PEPD,672,794,1021,596,1055,1515,697
PER1,978,1143,1607,473,1309,1647,1024
GATB,641,801,548,494,460,1021,688
PEX1,2107,2087,2441,1612,1964,2708,2022
PEX6,231,221,284,132,201,334,256
PEX7,342,484,397,247,334,666,395
PEX10,908,906,881,521,860,1444,926
PEX12,342,361,331,245,282,614,320
PEX13,1854,1571,1819,1288,1328,2326,1725
PEX14,519,433,522,237,382,801,534
PFAS,2122,2211,1310,987,1144,3223,2093
CFP,21,10,7,2,2,11,9
ACP1,2150,2081,1853,1610,1579,2962,1849
PFDN1,1221,1404,1147,950,1066,1874,1115
PFDN2,198,222,185,156,191,423,188
PFDN4,2626,3759,3062,3045,3099,5759,2513
PFDN5,3434,3426,3418,3124,3211,6496,3426
ATP8B1,2841,3117,2140,2368,2477,4582,2576
PFKFB1,29,38,30,19,38,35,14
PFKFB2,289,665,1139,426,1155,958,310
PFKFB3,1928,1504,2427,1200,2106,3077,2159
ATP5ME,254,293,243,228,222,522,273
PFKFB4,362,284,349,186,265,484,308
PFKL,8427,7185,8175,4193,7283,13070,8479
VIT,2,1,9,0,1,2,2
PFKM,3622,4638,2579,2650,2083,6270,3485
PFKP,6192,5348,4815,3524,4899,7916,5953
PFN1,14132,13573,11076,10141,11465,22997,14286
PFN2,8659,9666,7324,7632,6605,12636,8045
CDK14,351,379,132,307,132,549,340
ATP5PF,396,353,318,381,340,528,328
PGAM1,5407,5104,3736,3518,3726,8180,5215
PGAM2,305,177,391,87,282,445,227
PGD,6692,6513,5208,5035,4775,10005,6514
PGF,1,6,212,4,168,28,7
PGGT1B,2692,3075,2778,2319,2535,4280,2421
ATP6V1A,5456,5866,6960,5220,6513,10262,5174
PGK1,8005,8723,5675,5992,5563,12069,7700
PGK2,1,7,18,7,7,11,6
PGM1,597,825,225,454,184,827,575
PGM3,1212,1706,1172,1018,1069,1962,1201
PGM5,1142,379,1763,595,1267,1244,1123
PGR,1589,6388,5839,1711,4890,3381,1266
ABCB1,0,2,14,0,3,2,2
ABCB4,109,144,143,98,57,178,104
PHB1,6856,7177,5429,4602,5024,11494,6848
ATP6V1B1,113,85,199,41,106,168,97
SLC25A3,14963,12993,11890,7141,8018,17175,14953
PHEX,134,143,141,115,83,228,148
PHF1,3,7,6,0,1,14,0
PHF2,3953,3514,3729,2450,3595,5936,3730
PHKA1,874,883,699,559,535,996,757
PHKA2,1837,1465,1241,990,947,2367,1746
PHKB,2292,2282,2168,2036,1858,3696,2274
ATP6V1B2,1384,1481,1646,1001,1474,1942,1362
PHKG1,115,101,175,49,139,227,127
PHKG2,1772,1450,3108,885,2294,2867,1679
PHYH,116,135,332,94,222,213,102
SERPINA1,9,14,20,48,18,3,5
SERPINA4,2,2,8,5,5,9,1
SERPINB5,2,6,47,9,46,13,3
SERPINB6,1842,1590,1176,1182,883,2449,1842
ATP6V0C,6728,6352,8770,4142,8430,12058,6755
SERPINE2,132,117,188,128,161,208,122
SERPINB8,9,14,47,17,47,19,7
SERPINB9,105,121,120,110,108,137,153
SERPINI1,141,121,157,92,91,171,176
PIGA,776,751,852,565,732,869,744
PIGC,1004,1097,995,754,844,1425,1004
ATP6V1C1,5412,5618,4857,3907,4500,7083,4645
PIGF,229,202,248,174,210,331,214
PIGH,326,397,296,300,251,518,322
PIGR,6,12,24,8,18,14,3
PIK3C2A,6186,6768,7090,5840,6139,9733,5594
PIK3C2B,3357,3523,7506,2488,7602,6017,3284
PIK3C2G,23,43,52,31,33,66,19
PIK3C3,537,539,824,452,683,886,492
ATP6V1E1,1781,1643,2469,1480,2267,2713,1769
PIK3CA,2282,2426,2414,2106,2405,3595,2020
PIK3CB,3327,3180,3177,2907,2612,5285,3042
PIM1,677,873,181,293,190,731,676
PIK3CD,55,31,157,17,139,91,57
PIK3CG,0,0,17,0,3,0,0
PIK3R1,6247,7745,7457,5440,6804,8847,5569
PIK3R2,9231,5554,11219,3418,6205,9996,9302
