Genes,sc20_a,sc20_b,siA5_a,siA5_b,siP53_a,siP53_b,siA5_siP53_a,siA5_siP53_b
SEPTIN7,5580,5714,5948,8248,7969,6409,7453,7896
SEPTIN7P2,459,397,356,377,396,326,308,310
SEPTIN7P3,14,11,23,13,11,12,18,31
SEPTIN8,6064,5514,4055,5356,1875,2087,1429,1793
SEPTIN9,23460,21753,21915,23115,18366,17122,19527,20253
SEPTIN9-DT,38,10,23,54,25,11,28,22
SERAC1,290,251,319,208,122,141,104,87
SERBP1,16984,15294,10232,11608,12418,11633,7171,7993
SERF1A,79,56,20,42,66,53,42,36
SERF1B,79,56,20,42,66,53,42,36
SERF2,9009,6632,7285,7432,10580,8137,7187,8405
SERGEF,471,359,456,367,358,322,295,258
SERHL,107,82,118,82,65,57,72,76
SERHL2,625,486,143,180,134,130,166,127
SERINC1,3945,3690,4602,4612,4002,3626,3729,3721
SERINC2,882,608,1965,776,1082,1068,1388,1429
SERINC3,5382,5118,3439,3403,5783,5335,4396,4421
SERINC5,456,483,201,172,156,314,147,269
SERP1,13572,12262,12304,14079,17202,15163,16017,17273
SERPINA1,8,14,2,7,32,30,2,4
SERPINB1,1551,1163,1220,1680,1054,803,691,873
SERPINB6,3854,3116,1887,2333,4077,3075,2807,2951
SERPINB8,14,9,11,36,26,9,1,9
SERPINB9,18,39,36,22,37,9,20,11
SERPINC1,0,1,4,4,1,6,1,7
SERPINE1,17,14,241,84,147,146,440,333
SERPINE2,48,39,49,43,58,80,67,99
SERPINE3,27,34,19,56,41,68,55,46
SERPINF1,20,32,36,67,39,14,25,57
SERPINF2,12,8,7,2,1,0,7,4
SERPINH1,16287,12905,15736,17517,15477,15242,14802,15581
SERPINI1,343,257,250,397,216,157,103,149
SERTAD1,946,694,1802,1509,843,846,716,681
SERTAD2,1113,1351,1795,2052,955,1114,1564,1511
SERTAD3,2566,1961,2754,2920,1888,1667,1467,1697
SERTAD4,1896,1809,898,961,2181,1932,1605,1692
SESN1,369,401,1211,1637,305,259,204,292
SESN2,682,663,2431,2404,365,456,453,445
SESN3,107,135,13,46,80,45,19,25
SESTD1,1490,1534,1155,917,843,826,499,561
SET,30510,27863,24352,24990,34271,30700,29222,32269
SETD1A,5082,4866,5952,3539,3334,4110,4276,4537
SETD1B,2867,3164,3577,2842,1899,2374,2533,2610
SETD2,3120,3384,4213,2651,2246,2731,2599,2943
SETD3,9148,8770,9232,8004,8938,8068,8497,9294
SETD4,622,552,504,461,484,434,451,385
SETD5,9156,9110,10530,7945,3734,4497,4325,5060
SETD6,1357,1154,1165,1179,1433,1425,1409,1518
SETD7,4615,4446,4792,3724,4666,5195,6297,6993
SETD9,278,277,292,378,491,443,418,460
SETDB1,6566,6511,6244,5565,4492,4601,4308,4752
SETDB2,519,474,256,275,380,326,309,370
SETMAR,901,755,642,684,707,664,417,564
SETSIP,17,19,5,3,5,10,11,10
SETX,2342,2606,2649,2743,2019,2383,2181,2757
SEZ6L2,4661,4008,3147,4011,2090,1812,1241,1204
SF1,11219,10051,9036,8661,10092,9973,9587,10044
SF3A1,4211,3781,3878,4026,3812,4272,4336,4562
SF3A2,3444,2851,2992,2730,3235,3192,3633,3648
SF3A3,3729,3477,2427,3416,3795,3406,3454,3559
SF3B1,12814,12744,9862,11916,10969,11015,9267,9846
SF3B2,19355,17425,15286,15676,16763,16589,16237,18030
SF3B3,16083,14976,9306,9586,11485,12285,11562,13588
SF3B4,14695,12120,10820,12639,16038,14580,14248,15609
SF3B5,4680,3627,3377,4351,5804,4527,4122,4662
SF3B6,4245,3657,2823,3417,5114,3948,3576,3945
SFI1,1844,1749,1190,987,824,767,513,741
SFMBT1,915,1032,1081,710,925,935,864,896
SFMBT2,464,439,416,649,283,381,389,553
SFN,7021,5582,6810,4534,5831,5541,3852,4188
SFPQ,16495,15617,12444,12985,14100,13227,11825,13186
SFR1,410,399,140,268,475,426,214,296
SFRP4,0,0,45,0,2,0,1,0
SFSWAP,3242,2902,3485,2730,3200,3190,3186,3482
SFT2D1,2719,2444,2502,2661,2808,2181,2285,2741
SFT2D2,1461,1324,643,786,959,880,542,540
SFTPD,35,38,7,23,7,14,5,11
SFXN1,12764,11774,5014,4896,5257,4899,3488,4076
SFXN2,1603,1782,575,1098,1866,1745,1021,1100
SFXN3,1501,1494,1009,680,451,388,300,286
SFXN4,1919,1774,1351,1496,1863,1529,1786,1965
SFXN5,972,853,1083,920,638,821,912,819
SGCB,271,176,168,231,243,203,205,191
SGCE,65,44,45,113,113,65,84,54
SGCG,1102,921,301,288,46,32,8,10
SGF29,1237,928,969,1003,1046,996,922,1068
SGK1,30,25,123,17,28,22,13,51
SGK3,268,355,126,218,358,284,203,257
SGMS1,1425,1180,1530,1533,1965,1888,1855,2161
SGMS2,55,20,39,107,231,291,153,192
SGO1,575,718,364,464,715,688,609,728
SGO2,1387,1543,736,1235,1702,1710,1377,1517
SGPL1,4223,3776,4334,5353,4260,4335,4743,4985
SGPP1,2533,2512,3470,2368,1268,1079,1211,1178
SGPP2,148,125,48,35,66,29,31,26
SGSH,2124,1923,2195,2303,1283,1315,1255,1219
SGSM1,14,1,7,6,7,10,1,6
SGSM2,4365,3755,3208,2871,2555,2912,2107,2449
SGSM3,3349,2886,3101,2782,2203,2184,1810,2143
SGTA,4317,3531,4276,3479,4555,3914,4366,4371
SGTB,285,222,261,306,233,229,199,281
SH2B1,5667,4502,5260,3655,3470,3162,3243,3623
SH2B2,375,308,189,349,199,208,164,255
SH2B3,76,74,50,168,67,85,73,79
SH2D2A,10,25,13,7,13,13,25,17
SH2D3A,1123,828,1267,1248,1191,1068,1193,1163
SH2D4A,737,637,341,504,1221,1158,891,1052
SH2D4B,29,24,7,5,36,29,10,28
SH2D5,54,36,46,35,1,18,12,7
SH2D6,16,9,15,14,17,0,11,2
SH3BGR,165,134,90,231,173,137,111,158
SH3BGRL,579,447,472,964,648,467,351,343
SH3BGRL2,296,344,192,166,271,256,186,216
SH3BGRL3,1913,1321,1797,2469,1563,1307,1212,1386
SH3BP1,928,757,487,665,589,736,584,586
SH3BP2,1184,980,791,819,673,732,605,601
SH3BP4,1728,1741,1645,1641,1449,1649,1607,1594
SH3BP5,4010,4286,4339,3493,1548,1597,1790,1949
SH3BP5-AS1,171,182,140,118,51,60,26,74
SH3BP5L,2190,1955,1806,1421,1343,1210,1059,1137
SH3D19,932,1158,670,770,1037,1128,1026,1126
SH3D21,234,202,89,91,106,111,76,89
SH3GL1,4027,3135,4694,3921,3907,4012,4299,4566
SH3GL3,9,17,0,9,10,9,3,3
SH3GLB1,1506,1161,1612,1712,1628,1482,1621,1706
SH3GLB2,7786,6662,9874,7372,5149,4853,5302,6103
SH3KBP1,622,505,526,538,375,369,482,470
SH3PXD2A,44,47,10,16,13,5,13,41
SH3PXD2B,855,737,197,454,392,521,501,517
SH3RF1,606,551,507,642,513,551,564,534
SH3RF2,0,4,0,1,19,6,1,3
SH3TC1,1370,891,1471,808,911,876,871,818
SH3TC2,18,31,16,15,7,25,6,16
SH3YL1,1502,1255,1825,1595,2223,1711,2180,2290
SHANK1,6,4,1,2,6,8,3,0
SHANK2,1075,1281,1145,1597,1348,1859,1730,2070
SHANK3,690,589,400,429,344,421,379,440
SHARPIN,2384,1843,2222,1753,2483,2075,1764,1905
SHB,554,351,473,360,358,333,418,351
SHBG,1,0,13,8,7,7,3,0
SHC1,3865,3361,3951,3603,2546,2563,2514,2444
SHC2,198,147,228,51,32,18,11,29
SHC3,1,2,5,2,1,7,5,1
SHC4,4,26,9,14,2,14,2,0
SHCBP1,2288,2402,918,1410,2015,1808,1478,1751
SHF,118,98,179,106,47,35,16,21
SHFL,107,57,47,10,16,12,1,3
SHISA2,159,106,118,49,101,81,107,73
SHISA4,43,55,41,26,15,34,15,14
SHISA5,6694,5702,5526,6445,6225,5530,5299,5561
SHISA8,31,17,3,13,35,30,21,38
SHISA9,708,645,627,1275,1045,1254,1578,1889
SHKBP1,4737,3985,4946,5284,2639,2673,2066,2077
SHLD1,34,17,25,16,2,14,22,15
SHLD2,2164,2170,571,787,2676,2538,1410,1526
SHLD2P1,10,9,7,3,14,17,3,13
SHLD3,212,166,203,133,299,189,188,184
SHMT1,2717,2448,1664,1982,2505,2140,2133,2408
SHMT2,11193,9276,8580,8580,8872,8058,7352,7836
SHOC2,4066,5010,2132,1959,3400,2378,2003,2262
SHOX2,75,71,87,97,75,55,54,33
SHPK,182,93,64,171,163,129,173,196
SHPRH,360,410,263,190,246,352,250,263
SHQ1,1067,968,667,984,1190,1046,1104,1083
SHROOM1,294,247,153,262,335,280,292,233
SHROOM2,811,762,859,1012,503,564,615,873
SHROOM3,3053,3197,3689,2380,2106,2534,2806,3257
SHTN1,4137,4094,6187,5675,4553,4093,4962,5176
SIAE,1345,1178,833,1049,948,949,667,753
SIAH1,332,246,320,299,385,266,342,371
SIAH2,11301,11013,13934,8282,8527,7143,7273,7810
SIDT1,2080,1976,1002,1699,1641,1885,1339,1470
SIDT2,2151,2371,1945,2423,1535,1460,1237,1438
SIGIRR,2900,2258,2710,2183,1965,1916,1945,2134
SIGLEC10,21,9,1,1,5,10,0,5
SIGLEC15,1,6,16,5,1,3,4,6
SIK1,3933,4669,4135,3183,788,623,772,752
SIK2,1322,1288,1212,1163,849,944,779,914
SIK3,1386,1361,1762,1099,749,866,800,921
SIKE1,9729,9546,9439,10471,8803,8028,7600,7837
SIL1,1799,1485,1518,1793,2033,1720,1582,1707
SIM2,373,310,133,184,267,305,202,188
SIMC1,815,845,538,652,610,559,484,567
SIN3A,3399,3249,2325,2923,2403,2606,2446,2856
SIN3B,2753,2495,8267,3520,1722,1749,2058,2272
SINHCAF,4663,4612,4196,3654,6223,5141,6032,6178
SIPA1,607,384,541,444,340,275,256,237
SIPA1L1,5443,6309,5061,5214,2601,3289,2930,3418
SIPA1L2,1335,1362,2035,1445,835,1146,1304,1433
SIPA1L3,2311,2297,1835,1631,1454,1758,1592,1633
SIRPA,14,20,4,27,41,64,41,54
SIRT1,1740,1747,2407,1674,1517,1392,1298,1474
SIRT2,1905,1637,2398,1277,831,804,480,619
SIRT3,1135,1012,878,877,557,568,415,503
SIRT4,70,54,147,122,28,20,16,8
SIRT5,953,975,1000,1217,1059,750,798,926
SIRT6,1270,988,1080,1064,1193,869,914,909
SIRT7,3234,2537,3357,2702,2035,1806,1717,1802
SIVA1,8094,6577,3979,5722,10430,7779,8189,8547
SIX1,1124,871,730,609,822,520,607,677
SIX2,76,50,17,45,84,93,39,66
SIX4,1358,1488,1281,1071,1763,1787,1569,1808
SIX5,309,277,151,247,173,213,149,198
SKA1,627,546,134,346,639,568,501,453
SKA2,7170,6949,2212,3434,9233,7453,5546,6107
SKA3,1788,1520,649,943,2413,2470,2209,2574
SKAP2,1709,1693,1554,1768,1701,1638,1579,1783
SKI,3945,3599,3744,3648,2906,3459,3126,3098
SKIDA1,180,200,139,189,188,178,217,264
SKIL,2090,2507,3011,2758,2955,2484,2614,2667
SKIV2L,3339,3169,2720,2959,2514,2770,2267,2431
SKP1,8087,6915,6908,8820,7930,5835,5525,6623
SKP2,2117,1913,418,881,2685,2437,1587,1701
SLAIN1,100,110,98,95,98,111,118,88
SLAIN2,2285,2229,2467,2628,2377,2464,2491,2611
SLBP,4007,3181,2715,2857,3052,2576,2527,2575
SLC10A3,4426,3531,3105,2662,3414,3390,2880,3051
SLC10A7,371,266,179,300,467,453,418,474
SLC11A1,149,114,98,77,18,30,37,41
SLC11A2,3965,3737,2277,2154,4630,3801,2309,2742
SLC12A2,4948,4553,5252,5352,3056,3849,3598,3855
SLC12A2-DT,2111,1607,1448,1637,2147,1853,1766,1816
SLC12A4,228,235,2368,1326,101,79,147,157
SLC12A5,276,211,254,215,108,72,63,70
SLC12A5-AS1,76,37,53,56,29,28,11,11
SLC12A6,308,416,517,600,108,181,127,181
SLC12A7,2239,2081,2469,1724,1496,1575,1461,1707
SLC12A8,493,464,256,279,446,367,321,441
SLC12A9,8462,7554,6117,7194,4498,4604,3804,4206
SLC12A9-AS1,153,125,75,83,107,118,113,108
SLC13A3,14,16,9,10,2,5,3,0
SLC13A4,1,13,9,3,1,2,1,9
SLC13A5,11,1,1,2,3,3,0,3
SLC14A1,5,12,203,16,36,23,23,29
SLC15A2,161,143,121,282,186,160,131,159
SLC15A3,8,13,3,29,17,1,13,15
SLC15A4,985,967,1305,1173,969,986,897,988
SLC16A1,1578,1700,1046,948,979,868,997,1154
SLC16A1-AS1,18,33,5,5,12,12,3,2
SLC16A10,36,21,10,40,12,27,29,31
SLC16A11,20,5,82,21,2,5,13,9
SLC16A13,863,855,898,590,463,384,256,304
SLC16A14,686,586,177,508,694,646,507,392
SLC16A2,11,6,4,10,5,4,0,10
SLC16A3,1005,913,638,868,396,419,323,386
SLC16A4,82,73,150,70,33,32,21,21
SLC16A5,1167,1167,950,892,543,478,610,627
SLC16A6,385,366,109,395,861,776,828,828
SLC16A8,32,64,18,15,19,18,9,7
SLC16A9,156,107,25,253,252,288,310,296
SLC17A5,439,367,643,360,469,454,557,626
SLC17A7,12,25,62,14,0,7,10,4
SLC17A9,404,318,215,289,201,172,104,134
SLC18A2,149,160,73,75,175,117,112,112
SLC18B1,423,400,174,185,575,539,324,360
SLC19A1,3281,2811,1532,1673,3253,3291,2993,3190
SLC19A2,4082,4512,14013,8007,4468,4101,6686,7094
SLC19A3,0,1,20,1,3,0,16,1
SLC1A1,5,22,1,6,3,23,3,8
SLC1A2,503,522,166,124,1018,1025,341,417
SLC1A4,666,709,199,378,483,553,329,325
SLC1A5,14201,11274,11703,11011,17541,17453,19630,21515
SLC20A1,3947,3737,4254,2325,4482,4006,3988,4189
SLC20A2,2580,2391,2206,1855,1699,1772,1566,1406
SLC22A1,7,2,1,4,23,1,1,3
SLC22A15,10,9,7,7,10,10,11,7
SLC22A17,479,319,224,312,245,258,130,161
SLC22A18,1245,1049,794,1228,659,582,364,479
SLC22A18AS,52,50,50,41,44,48,74,82
SLC22A20P,22,6,11,36,10,9,8,9
SLC22A23,840,889,1333,1208,683,798,951,1105
SLC22A31,174,124,71,149,175,102,84,141
SLC22A4,172,157,219,91,58,56,59,62
SLC22A5,2306,2178,4692,2077,1733,1525,1975,2168
SLC23A1,12,11,3,15,14,7,4,1
SLC23A2,989,1208,581,750,566,738,791,830
SLC23A3,40,26,46,23,33,37,27,43
SLC24A1,663,762,402,679,275,249,223,259
SLC24A3,204,91,39,225,328,345,160,183
SLC24A5,14,10,6,19,4,7,0,8
SLC25A1,17639,12543,15134,14536,21685,19059,16691,18113
SLC25A10,1742,1333,771,944,1961,1776,1362,1454
SLC25A11,5028,4169,3581,3769,4287,3837,3106,3601
SLC25A12,630,725,323,705,853,775,669,745
SLC25A13,3826,3748,3730,4813,4667,4221,4103,4464
SLC25A14,595,540,474,655,535,343,268,364
SLC25A15,1313,1539,871,1114,1121,1267,1118,1241
SLC25A16,397,339,278,452,434,405,408,474
SLC25A17,1705,1563,1236,1474,1346,1335,1181,1317
SLC25A18,3,11,53,43,19,13,23,29
SLC25A19,864,740,578,338,591,585,540,583
SLC25A20,1114,1026,1738,1326,635,480,514,536
SLC25A21,27,30,21,72,97,59,56,68
SLC25A21-AS1,106,105,19,46,96,53,24,42
SLC25A22,1619,1724,932,1677,1814,1859,1842,2188
SLC25A23,4445,3732,4002,4089,2753,3029,2829,2946
SLC25A24,6026,6439,7409,7940,7691,6182,6051,6066
SLC25A24P1,170,127,86,80,257,217,119,165
SLC25A24P2,39,40,34,22,55,27,28,35
SLC25A25,2099,1992,2957,1926,2793,2544,2389,2517
SLC25A26,913,776,705,931,1168,844,879,796
SLC25A27,10,13,3,1,1,2,1,2
SLC25A28,1386,1043,768,597,1046,993,792,879
SLC25A29,4650,3771,4363,2800,2171,2331,1587,1666
SLC25A3,35081,31292,13030,12503,41908,33480,17983,20328
SLC25A30,1004,1027,1405,951,775,715,714,772
SLC25A32,2365,2218,1761,1827,3136,2262,3072,3027
SLC25A33,1327,1209,1723,1129,1566,1340,1461,1558
SLC25A34,5,24,35,14,6,1,6,7
SLC25A35,166,143,82,102,46,46,60,76
SLC25A36,4211,4526,4396,4081,4114,4123,4358,4726
SLC25A37,1388,1233,854,832,1070,1086,1010,1015
SLC25A38,3230,2694,3478,2677,2830,2518,2450,2850
SLC25A39,21811,18797,15384,16750,21327,19098,17612,18604
SLC25A4,2220,2011,2311,1876,1892,1493,1705,1940
SLC25A40,2372,2627,1503,1641,2681,2342,1761,1945
SLC25A41,19,10,4,1,16,22,14,5
SLC25A42,387,371,415,552,126,150,126,143
SLC25A43,3123,2947,2938,2857,2175,1867,2350,2505
SLC25A44,3987,3635,4924,4192,3151,3192,3137,3612
SLC25A45,525,595,437,442,381,361,226,358
SLC25A46,2402,2237,2074,2052,2591,2533,2335,2274
SLC25A47,4,9,3,15,0,1,0,0
SLC25A5,38857,34349,36127,33320,45322,36674,36235,39573
SLC25A5-AS1,133,145,81,113,122,121,136,155
SLC25A51,415,366,480,536,369,324,306,319
SLC25A5P5,96,62,66,113,75,95,78,95
SLC25A6,49443,41641,50635,40233,48706,41648,42315,44040
SLC26A1,618,606,745,569,374,501,462,403
SLC26A11,1218,1169,1539,901,607,581,405,440
SLC26A2,3959,5270,6678,8346,2372,3795,2481,2255
SLC26A4,1,9,6,1,4,9,10,2
SLC26A5,9,0,2,4,1,2,5,2
SLC26A6,1019,883,1043,667,514,496,365,441
SLC27A1,410,368,203,341,136,133,79,75
SLC27A2,743,837,172,358,1001,739,410,574
SLC27A3,3245,2785,1327,2462,2911,3213,2289,2589
SLC27A4,3509,2864,4005,2223,2486,2342,2294,2489
SLC27A5,1452,1093,892,722,1244,1091,935,1145
SLC27A6,841,901,525,334,515,361,150,201
SLC29A1,3411,2834,1263,1564,3614,3468,3114,3504
SLC29A2,4830,4032,4513,2555,4300,3980,4107,4526
SLC29A3,904,814,1418,1038,845,796,854,965
SLC29A4,334,309,380,528,320,369,394,408
SLC2A1,17305,14399,19268,10277,12843,14062,9219,10603
SLC2A1-DT,78,124,109,90,74,68,67,64
SLC2A10,273,337,47,137,262,284,169,164
SLC2A11,716,637,678,593,580,460,462,484
SLC2A12,16,20,8,27,9,10,4,7
SLC2A13,73,65,71,36,47,82,41,86
SLC2A4,82,88,48,10,33,36,20,35
SLC2A4RG,11577,9352,6010,10155,14599,14221,13219,13810
SLC2A6,611,540,1279,693,360,342,440,445
SLC2A8,1143,913,921,1099,854,824,810,789
SLC30A1,998,1106,1200,1391,1229,1240,1103,1266
SLC30A3,91,67,62,105,92,63,88,66
SLC30A4,12,28,15,19,7,17,4,11
SLC30A5,3245,3122,3593,3649,2768,2560,2766,3010
SLC30A6,1851,2017,2059,2122,2356,2281,2491,2703
SLC30A7,617,648,671,710,919,840,943,956
SLC30A9,2891,2843,2618,3231,2079,1940,2001,2204
SLC31A1,2654,2698,1272,1040,2955,2769,1682,1907
SLC31A2,12,10,30,8,6,7,7,6
SLC33A1,2400,2278,2666,2682,1820,1670,1500,1671
SLC34A1,0,5,0,10,4,1,1,12
SLC34A3,135,112,120,100,34,48,53,38
SLC35A1,297,246,278,495,426,286,343,434
SLC35A2,1635,1446,1842,1724,1513,1576,1485,1415
SLC35A3,1372,1310,902,846,1788,1572,1553,1602
SLC35A4,8621,7545,7211,7685,6714,6589,6496,7411
SLC35A5,1076,1082,853,1012,627,653,406,513
SLC35B1,3442,2981,3596,3309,4106,3610,3373,3803
SLC35B2,7154,6217,6881,6574,8483,8192,7495,8139
SLC35B3,730,706,868,849,675,594,706,660
SLC35B4,1002,972,1064,1015,715,680,602,631
SLC35C1,1859,1562,1963,1934,869,777,1108,1053
SLC35C2,2736,2498,2051,2420,3039,2908,2458,2947
SLC35D1,502,500,296,667,472,489,452,552
SLC35D2,1185,932,1300,1272,1178,1045,1032,995
SLC35E1,4243,3912,5357,4128,3729,3686,3951,4524
SLC35E2A,344,334,373,325,193,261,222,215
SLC35E2B,2730,3056,3204,3200,2059,2008,1921,2031
SLC35E3,1417,1206,1027,1098,1219,1093,878,1042
SLC35E4,120,153,81,100,94,87,63,73
SLC35F2,1145,988,689,675,1401,1299,1298,1416
SLC35F5,3336,3574,3823,3392,3629,3516,3684,3928
SLC35F6,2411,2302,3346,2592,2326,1872,2196,2315
SLC35G1,679,503,677,492,640,575,822,810
SLC36A1,1013,1140,1270,849,486,491,583,609
SLC36A4,228,171,139,193,180,175,138,190
SLC37A1,3417,3050,3837,3480,2262,2319,2188,2475
SLC37A2,5,1,2,7,0,6,1,2
SLC37A3,788,714,1850,1164,1106,1194,1350,1441
SLC37A4,3575,3292,2026,2402,2157,1770,1375,1565
SLC38A1,28782,31269,18320,18557,25827,27758,20857,22148
SLC38A10,8180,7221,7811,7929,5403,5700,5499,5711
SLC38A2,19253,17606,23216,9909,14415,14409,10905,11952
SLC38A3,39,11,7,3,9,18,5,1
SLC38A6,340,405,380,260,318,209,186,208
SLC38A7,766,723,1252,800,326,355,229,338
SLC38A9,841,846,825,1047,1031,831,669,794
SLC39A1,19216,16023,19959,18323,18277,17530,16024,17569
SLC39A10,948,872,518,473,934,845,611,777
SLC39A11,2802,2542,1459,2418,2020,1919,1658,1790
SLC39A13,1787,1580,2069,1969,905,907,864,965
SLC39A14,2497,2449,2787,2616,1597,1809,1787,1891
SLC39A3,831,825,683,907,922,746,634,787
SLC39A4,1641,1145,1038,1250,2262,2023,2205,2245
SLC39A5,1,6,0,6,1,0,13,1
SLC39A6,88373,93061,74312,88968,52696,48163,48357,57010
SLC39A7,10292,8228,9306,7810,11324,11020,10580,11296
SLC39A8,439,407,227,483,572,562,629,774
SLC39A9,6006,5798,4195,4463,5390,5014,4432,4538
SLC3A2,43903,42983,42720,33328,20931,18422,17628,19202
SLC40A1,0,0,0,0,0,8,13,5
SLC41A1,1055,1030,1887,1703,539,574,689,804
SLC41A2,166,188,273,152,243,204,289,232
SLC41A3,1555,1416,1931,2395,1029,890,1166,1331
SLC43A1,26,30,23,13,22,13,15,18
SLC43A2,1468,1380,972,2038,1134,1065,1008,1044
SLC43A3,5,4,3,0,27,2,1,8
SLC44A1,5352,5230,5932,6592,4613,4376,5299,5628
SLC44A2,7809,6264,8742,7444,5917,5765,5643,6217
SLC44A3,37,31,34,66,86,127,83,87
SLC44A4,9,13,6,6,1,1,0,1
SLC45A3,119,180,255,256,104,103,226,202
SLC45A4,757,716,442,628,551,610,401,522
SLC46A1,200,224,142,179,181,148,157,203
SLC46A3,818,774,461,330,460,407,306,320
SLC47A1,30,12,4,16,11,18,8,6
SLC47A2,1,3,15,1,5,1,1,10
SLC48A1,3211,2966,9325,3534,3420,3068,3696,3620
SLC49A3,31,7,65,49,2,8,4,16
SLC49A4,910,717,896,747,411,399,349,390
SLC4A10,5,8,2,71,21,26,30,28
SLC4A11,442,394,521,334,480,599,473,477
SLC4A1AP,1855,1853,1634,1854,1919,1736,1661,1639
SLC4A2,12774,10601,13731,8159,7274,9035,7410,8279
SLC4A3,253,217,182,160,89,72,43,31
SLC4A5,6,2,1,4,2,7,16,7
SLC4A7,1160,1368,385,448,967,1151,504,518
SLC4A8,892,924,443,457,199,323,160,174
SLC50A1,6898,5401,5055,5653,7057,6081,5063,5669
SLC51A,82,63,140,122,107,97,92,78
SLC52A1,377,329,441,554,173,225,101,122
SLC52A2,3992,2996,4009,3290,4341,3996,3948,4433
SLC52A3,9,4,3,0,10,27,5,4
SLC5A10,11,3,31,6,5,1,1,3
SLC5A4-AS1,5,10,9,4,1,1,4,0
SLC5A5,48,15,8,5,14,12,9,8
SLC5A6,8403,7765,10763,7146,7274,7433,6632,6706
SLC5A8,2476,2608,198,481,44,58,1,13
SLC66A1,817,574,1190,518,552,480,430,427
SLC66A1L,7,10,14,5,0,2,1,0
SLC66A2,1686,1330,1107,1284,1186,1016,917,998
SLC66A2P2,0,3,10,8,1,0,1,8
SLC66A3,959,898,1018,1865,1549,1265,1212,1412
SLC6A10P,75,73,37,57,40,37,15,37
SLC6A12,34,31,171,0,7,0,2,5
SLC6A16,42,15,33,14,19,21,16,23
SLC6A6,9907,9785,21481,10743,9036,11222,17951,17878
SLC6A8,2933,2426,4158,2982,1969,1833,2370,2518
SLC6A9,1157,847,920,195,374,359,306,334
SLC7A1,7978,8632,4105,3607,5589,6607,5564,5963
SLC7A10,15,17,21,27,7,23,1,7
SLC7A11,461,549,1906,242,676,775,1618,1719
SLC7A2,11943,15455,18818,19993,6214,6152,6472,7113
SLC7A5,168554,169290,251037,103335,51028,49272,46981,50583
SLC7A5P1,112,145,121,85,67,181,114,136
SLC7A6,1128,1229,1617,818,610,786,883,892
SLC7A6OS,342,320,397,249,287,238,324,305
SLC7A7,19,18,10,22,10,14,3,9
SLC7A8,622,697,353,262,237,300,181,181
SLC8A1,21,12,26,35,20,22,11,14
SLC8A2,37,19,62,73,14,5,13,35
SLC8B1,265,229,225,376,214,209,219,219
SLC9A1,1555,1471,4801,2465,896,998,1466,1619
SLC9A2,733,565,145,457,2439,2716,1968,2118
SLC9A3,67,86,70,85,29,8,31,23
SLC9A3R1,53784,42734,39696,36830,67787,59454,51015,55445
SLC9A3R2,13751,10246,7457,9038,15095,14117,11802,13325
SLC9A5,112,119,100,73,104,100,61,107
SLC9A6,527,430,415,525,450,413,377,339
SLC9A7,428,590,579,527,373,504,555,603
SLC9A8,1109,952,583,803,788,837,526,591
SLC9B1,17,25,16,68,7,10,19,6
SLC9B2,323,302,170,210,202,208,186,204
SLCO1A2,4,4,1,3,6,2,0,6
SLCO2A1,70,61,58,96,24,25,27,28
SLCO3A1,178,143,79,209,89,168,68,56
SLCO4A1,1348,1039,1416,482,569,599,611,696
SLCO4A1-AS1,16,3,21,1,1,2,1,0
SLCO4C1,252,327,396,191,115,162,149,172
SLF1,910,943,462,760,944,918,806,841
SLF2,1643,1989,1329,1807,1961,1934,2160,2242
SLFN5,241,135,443,449,67,74,79,78
SLFNL1,5,14,4,8,9,9,23,12
SLIRP,2614,2247,1840,2727,3753,2723,3276,3796
SLIT1,20,16,10,0,0,1,10,0
SLIT2,493,309,190,277,67,155,89,97
SLITRK4,138,95,30,105,169,245,209,204
SLITRK5,26,20,27,19,22,28,61,57
SLITRK6,59,40,13,269,336,438,259,144
SLK,5290,6559,8236,4644,3239,3185,3660,3885
SLMAP,2260,2476,1581,1118,1949,2130,1663,1703
SLTM,3521,3692,4113,3349,3050,2825,3090,3245
SLU7,2557,2620,2161,2119,2392,2267,1945,2172
SLURP1,5,6,1,0,4,8,1,4
SLX4,1051,1108,1378,1331,578,842,796,829
SLX4IP,106,128,81,154,61,91,69,90
SLX9,3011,2352,1770,1796,2259,2374,1971,2268
SMAD1,485,395,211,255,359,380,263,281
SMAD2,2660,2532,3371,2903,2488,2243,2251,2444
SMAD3,2230,2164,3524,1329,2489,1893,2717,2845
SMAD4,1210,989,867,969,1002,919,895,892
SMAD5,2323,2261,2144,2229,2995,2796,2634,3144
SMAD6,774,575,256,505,456,478,306,477
SMAD7,896,868,1354,1322,1389,1334,1551,1544
SMAD9,35,18,9,72,51,41,50,48
SMAGP,1136,991,718,785,1849,1457,1508,1551
SMAP1,492,444,507,529,314,368,473,503
SMAP2,1748,1606,1114,1621,925,1183,1103,1224
SMARCA1,15,9,32,32,1,8,4,17
SMARCA2,2443,2702,2083,2345,2087,2248,1791,2030
SMARCA4,13500,12661,10951,11005,9868,11847,11448,12408
SMARCA5,4804,5254,4899,6533,5748,5233,5900,6115
SMARCAD1,1269,1394,1090,1284,1872,1622,1616,1808
SMARCAL1,1270,1149,1226,987,1018,969,811,947
SMARCB1,6147,4930,6775,5709,6298,5500,5640,6304
SMARCC1,6526,6428,4857,5799,3229,3224,2940,3342
SMARCC2,6490,5818,5293,4176,3197,4003,3355,3789
